text_original,video_source,text_clean,sentiment
Udah malas nonton timnas,Youtube,sudah malas nonton timnas,negative
bagus bagus Lanjutkan timnas sekarang,Tiktok,bagus bagus lanjutkan timnas sekarang,positive
"Mau sampe kiamatpun kalo permainan kaya gini gak bakal juara apapun
 Mana kipernya gaje
 Pelatih lebih oon,,pssi emang hebat kalo soal nurunin level timnas",Youtube,mau sampe kiamatpun kalo permainan kaya gini tidak bakal juara apapun mana kipernya gaje pelatih lebih oon pssi emang hebat kalo soal nurunin level timnas,positive
"sty di AFF juga ancur cok, kalah lawan laos",Youtube,sty di aff juga ancur cok kalah lawan laos,negative
Pelatih Zidane latih Timnas Indonesia,Youtube,pelatih zidane latih timnas indonesia,neutral
yaallah balikan sty,Tiktok,yaallah balikan sty,neutral
"Towel: tor monitor ketua, mission complate ketua. 🤣🤣",Youtube,towel tor monitor ketua mission complate ketua,neutral
Dari STY aku jd senyum dan semangat lihat bola yg tadinya gak pernah ngelirik sama sekali,Youtube,dari sty aku jd senyum dan semangat lihat bola yang tadinya tidak pernah ngelirik sama sekali,positive
"Sebenarnya apa sih konflik STY dan pemain diaspora? Karena pasca Cina, kita menang lawab Arab",Youtube,sebenarnya apa sih konflik sty dan pemain diaspora karena pasca cina kita menang lawab arab,positive
Bubar kan Exco PSSI penghancur sepak bola Indonesia,Youtube,bubar kan exco pssi penghancur sepak bola indonesia,negative
Timnas seperti ini yang diinginkan Towel dkk 😂,Youtube,timnas seperti ini yang diinginkan towel dkk,neutral
"Kembali kan Sty yg melatih progres dari dasar LG digembleng dari 0 LG,sudah jelas IS ga akan mampu strategi minim miskin taktik 🙋🇮🇩",Youtube,kembali kan sty yang melatih progres dari dasar lg digembleng dari lg sudah jelas is tidak akan mampu strategi minim miskin taktik,neutral
"Alhamdulillah indonesia menang ..semoga bisa juara bravo indra safri pelatih ini lebih bagus daripada sty atau petrik ,maju terus coach😊❤❤🎉🎉",Youtube,alhamdulillah indonesia menang semoga bisa juara bravo indra safri pelatih ini lebih bagus daripada sty atau petrik maju terus coach,positive
"pelatih ini strateginya sangat cemerlang, dia mampu mengusasi semua karakter pemain dan potensi pemain. mangkanya semua enak di lihat. eh sekarang malah ancur"" an. anjg lah pokok nya",Tiktok,pelatih ini strateginya sangat cemerlang dia mampu mengusasi semua karakter pemain dan potensi pemain mangkanya semua enak di lihat eh sekarang malah ancur an anjing lah pokok nya,negative
"nonton ini sambil dengerin lagu ""mengapa harus shin tae yong""",Youtube,nonton ini sambil dengerin lagu mengapa harus shin tae yong,neutral
"2023 medali emas
 
 2025 ampas",Youtube,medali emas ampas,negative
"Sepakat dgn 3 org ini yg gak setuju pergantian pelatih
 Ada konspirasi dibalik pergantian pelatih 
 Sepertinya malah takut kalau Garuda lolos ke pildun ada pihak2 yg dia anggap menggunakan kesuksesan ini utk kepentingan politik",Youtube,sepakat dgn org ini yang tidak setuju pergantian pelatih ada konspirasi dibalik pergantian pelatih sepertinya malah takut kalau garuda lolos ke pildun ada pihak yang dia anggap menggunakan kesuksesan ini utk kepentingan politik,positive
Ayo dong bung valen bawain timnas lagi❤,Youtube,ayo dong bung valen bawain timnas lagi,neutral
Om Dedy harusnya ngundang Ketum PSSI nya pak Erick Thohir dia bisa menjelaskan semua nya,Youtube,om dedy harusnya ngundang ketum pssi nya pak erick thohir dia bisa menjelaskan semua nya,neutral
Terimakasih Coach Indra Xavi sudah berjuang dan sekali lagi #ErickOut,Tiktok,terimakasih coach indra xavi sudah berjuang dan sekali lagi erickout,positive
sedihðŸ˜­,Tiktok,sedih,negative
"90% rakyat Indonesia nggak setuju waktu STY dipecat dengan cara tidak hormat, padahal trek record STY bagus , banyak recor2 baru yang dicetak STY, piala asia u23 4 besar sejarah, STY bukan cuma pelatih tapi nggak akan bisa move on , jasa beliau di timnas banyak,, dulu banyak yang nggak suka bola jadi suka , karena permainannya punya visi misi dan terbentuk",Youtube,rakyat indonesia tidak setuju waktu sty dipecat dengan cara tidak hormat padahal trek record sty bagus banyak recor baru yang dicetak sty piala asia kamu besar sejarah sty bukan cuma pelatih tapi tidak akan bisa move on jasa beliau di timnas banyak dulu banyak yang tidak suka bola jadi suka karena permainannya punya visi misi dan terbentuk,positive
MAKANYA SAYA MALAS NONTON VISION+ APALAGI MAU LANGGANAN. IKLANNYA ITU LO SEGEDE GABAN DAN LAMAAAA NEBENGNYA. BENER BENER GAK BENER,Youtube,makanya saya malas nonton vision apalagi mau langganan iklannya itu kamu segede gaban dan lamaaaa nebengnya benar benar tidak benar,negative
Sty pelatih terbaik.,Youtube,sty pelatih terbaik,positive
Curiga Hoky pemain titipan.. mainnya Jelek tpi selalu di panggil timnas. Berhentikan Sapri sekarang dalam segala sekema timnas.. Sapri sudah habis sudah waktunya diganti..,Youtube,curiga hoky pemain titipan mainnya jelek tpi selalu di panggil timnas berhentikan sapri sekarang dalam segala sekema timnas sapri sudah habis sudah waktunya diganti,negative
"dari jaman belanda jajah indo, ini negara gampang bgt diancurin dengan taktik Adua Domba. kualat lu pada petinggi2 pssi n politik lain mamam tuh pecat2 sty semua kultur tim hilang dalam semalam",Youtube,dari jaman belanda jajah indo ini negara gampang banget diancurin dengan taktik adua domba kualat kamu pada petinggi pssi n politik lain mamam tuh pecat sty semua kultur tim hilang dalam semalam,negative
"Tibaknya(nyatanyaaa)GUOBLOX SEMUA baik pelatih,pssi,ktum, jelas kan skarang gimana kondisi tim nas amburadul,hancur lebur, berantakan !!. Gimana udah puas skarang ??. Klo udahgini kondisi nya ttp gk mau HENGKANG , secara HUEMAT/TIDAK,ini btul³ muka sesuatu yg tak punya MA LU !!.Klo aku gk punya malu mak lum,,aku ini SD aja gk tamat.YAA ALLOH,,,!.NA'UDZU BILLAH,,,!!",Youtube,tibaknya nyatanyaaa guoblox semua baik pelatih pssi ktum jelas kan skarang gimana kondisi tim nas amburadul hancur lebur berantakan gimana sudah puas skarang klo udahgini kondisi nya ttp tidak mau hengkang secara huemat tidak ini btul muka sesuatu yang tidak punya ma kamu klo aku tidak punya malu mak lum aku ini sd saja tidak tamat yaa alloh na udzu billah,negative
pak presiden rakyat mu menangis serentak pak gara gara PSSI ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Tiktok,pak presiden rakyat mu menangis serentak pak gara gara pssi,positive
jika masih pk pelatih pssi hancur bsik mundur,Youtube,jika masih pk pelatih pssi hancur bsik mundur,negative
"See gimanaaaaa mau moveon amaa sty, seagames ajaa gelap bgetttðŸ˜­ Ini nih yg di mau erick? suruh moveon sm match yg sm filipina aja kalah? gregetttttðŸ˜­",Tiktok,see gimanaaaaa mau moveon amaa sty seagames ajaa gelap bgettt ini nih yang di mau erick suruh moveon sama match yang sama filipina saja kalah gregettttt,negative
Pemainnya lagi malas cari yang berminat mau main aja kalo ga ad yg berminat ga usah ikut seagemes,Youtube,pemainnya lagi malas cari yang berminat mau main saja kalo tidak ad yang berminat tidak usah ikut seagemes,negative
Dari hancur ga punya harga diri dan jadi sesuatu tp orang tulus di buat salah... Karma itu nyata dan tim nas HANCUR... untuk ET ... 😂😂😂😂😂,Youtube,dari hancur tidak punya harga diri dan jadi sesuatu tp orang tulus di buat salah karma itu nyata dan tim nas hancur untuk et,negative
cuma gra' 1 anomali doang tu si bintang lautðŸ˜­,Tiktok,cuma gra anomali doang tu si bintang laut,neutral
"Gw kemarin sempet berimajinasi bang, timnas lolos kualifikasi dan ikut piala dunia, semua masyarakat dr sabang-merauke bisa nobar di jalan gang, kelurahan, pos siskamling secara gratis di TVRI. Sedih bgt itu cuma jd harapan semu😭",Youtube,saya kemarin sempet berimajinasi bang timnas lolos kualifikasi dan ikut piala dunia semua masyarakat dari sabang merauke bisa nobar di jalan gang kelurahan pos siskamling secara gratis di tvri sedih banget itu cuma jd harapan semu,negative
"Indonesia mmg perlu pelatih keras dan disiplin kayak STY,. krnmorang indo terlalu santai dan manja bawaannya... tp kl untuk pemain diaspora ga cocok, krn beda budaya, orang eropa melihat semua orang setara, diskusi dgn bos boleh, bahkan ortu sendiri dipanggil nama doang ga masalah..
 
 Sedang STY orang korsel, yg kulturnya sangat kuat senioritasnya... top down, dan penghormatan pd senior dan atasan bener2 di level berbeda.
 
 Kl pemain lokal, cocok2 saja dgn itu, masih masuk di kultur indonesia, sty adaptasi pun ga terlalu susah krn perbedaannya ga banya.. tp dgn pemain dr eropa beda soal... kl paham kultur korea, dah paham bgt... ga bertanya2 lagi..
 
 Tp bgmnpun semua ada kebaikannya dan kekurangannya masing2
 
 Nah pssi disini yg sdh mengusahakan semua yg terbaik,pemain yg di minta diusahain semua, smp ke china aja disewain pesawat, tp sty malah tidak menggunakan semua sumberdaya yg ada.. kayak sia2 kerja keras pssi mengusahakan semua fasilitas sdm maupun sda.
 
 Ya kita dpt pemain susah2, kl jd mrk ga mau main lagi kita lebih rugi drpd kehilangan pelatih..
 
 Sty ga jelek.. tp sudah ga pas lagi dengan materi kita saat ini.. nnt malah ga jd terbang tinggi malah kempes dijjalan.. sayang.. pd ahirnya kepentingan timnas yg diutamakan... bukan yg lain..",Youtube,indonesia mmg perlu pelatih keras dan disiplin kayak sty krnmorang indo terlalu santai dan manja bawaannya tp kl untuk pemain diaspora tidak cocok krn beda budaya orang eropa melihat semua orang setara diskusi dgn bos boleh bahkan ortu sendiri dipanggil nama doang tidak masalah sedang sty orang korsel yang kulturnya sangat kuat senioritasnya top down dan penghormatan pd senior dan atasan benar di level berbeda kl pemain lokal cocok saja dgn itu masih masuk di kultur indonesia sty adaptasi pun tidak terlalu susah krn perbedaannya tidak banya tp dgn pemain dari eropa beda soal kl paham kultur korea sudah paham banget tidak bertanya lagi tp bgmnpun semua ada kebaikannya dan kekurangannya masing nah pssi disini yang sudah mengusahakan semua yang terbaik pemain yang di minta diusahain semua smp ke china saja disewain pesawat tp sty malah tidak menggunakan semua sumberdaya yang ada kayak sia kerja keras pssi mengusahakan semua fasilitas sdm maupun sda ya kita dpt pemain susah kl jd mrk tidak mau main lagi kita lebih rugi drpd kehilangan pelatih sty tidak jelek tp sudah tidak pas lagi dengan materi kita saat ini nnt malah tidak jd terbang tinggi malah kempes dijjalan sayang pd ahirnya kepentingan timnas yang diutamakan bukan yang lain,positive
"TIM INI MEMANG SUDAH BIASA GAGAL. SAYA MENJULUKINYA TIM OBAT NYAMUK. Karena kalo main hanya muter-muter saja gak jelas. TIDAK ADA YANG ISTIMEWA. SELAMATKAN SAJA KARIR DONI TRI, RAVEN & PEMAIN NATURALISASINYA. PERSIAPKAN MEREKA KE TIMNAS SENIOR. SISANYA PULANGKAN KE KLUB MASING-MASING BIAR MAIN DI LIGA DOMESTIK SAJA. SEBALIKNYA FOKUS TANGANI PARA PEMAIN U-17 SAJA. INILAH MASA DEPAN TIM GARUDA SESUNGGUHNYA.",Youtube,tim ini memang sudah biasa gagal saya menjulukinya tim obat nyamuk karena kalo main hanya muter muter saja tidak jelas tidak ada yang istimewa selamatkan saja karir doni tri raven pemain naturalisasinya persiapkan mereka ke timnas senior sisanya pulangkan ke klub masing masing biar main di liga domestik saja sebaliknya fokus tangani para pemain kamu saja inilah masa depan tim garuda sesungguhnya,positive
"Ketimbang na ni nu naninu tentang STY undang dong Jeje dan ET, konfrontasi -- kalo cuma ngira2 mah gak bakalan jelas... Ya kalo perlu STY yang di undang tapi kan susah, ada Jeje tuh - konfrontir kok bisa sepede itu maen kick aja~alasan yang muncul kan biar naekin persentase keberhasilan masuk Pildun, sekarang udah kebukti zonk nih - apa lagi alasan yg lain?",Youtube,ketimbang na ni nu naninu tentang sty undang dong jeje dan et konfrontasi kalo cuma ngira mah tidak bakalan jelas ya kalo perlu sty yang di undang tapi kan susah ada jeje tuh konfrontir kok bisa sepede itu maen kick saja alasan yang muncul kan biar naekin persentase keberhasilan masuk pildun sekarang sudah kebukti zonk nih apa lagi alasan yang lain,neutral
Bpk Presiden Orang No 1 pecat Erik Thohir sm Aria hancur tim nas semua Semua kelompok Umur kembalikan STY ERIK THOHIR ARIA PECAT,Youtube,bpk presiden orang no pecat erik thohir sama aria hancur tim nas semua semua kelompok umur kembalikan sty erik thohir aria pecat,negative
"jersey nya kurang bagus,",Youtube,jersey nya kurang bagus,positive
Om undang bagus mulyadi om,Youtube,om undang bagus mulyadi om,positive
knp Indonesia jadi gini yaðŸ«¤,Tiktok,knp indonesia jadi gini ya,neutral
"KLO GK undur diri brarti emang sapri GK tau maluuu, squad mewah saja masih ampas",Youtube,klo tidak undur diri brarti emang sapri tidak tau maluuu squad mewah saja masih ampas,negative
"Erick Tohir itu seorang politikus handal dan pengusaha besar. Yakin tidak ada permainan politik ditubuh federasi bersama antek2nya? Yg punya kredibilatas dan kapabilitas yg bagus masih banyak untuk dijadikan ketum baru, contohnya Ratu Tisha dan Hamdan Hamedan. Terkait naturaliasipun tanpa tim scouting dan dana APBN tidak akan pernah terjadi, jadi itu bkn hanya kerja keras ET. Dan ingat, Erick pun punya jejak kelam bareng club besar Serie A, Inter Milan. Ingat? Dibawah pimpinan ET, Inter Milan terjun bebas karena keblunderan keputusan ET sendiri. Bahkan warga Milan pun sampe pernah melempari telur ke ET",Youtube,erick tohir itu seorang politikus handal dan pengusaha besar yakin tidak ada permainan politik ditubuh federasi bersama antek nya yang punya kredibilatas dan kapabilitas yang bagus masih banyak untuk dijadikan ketum baru contohnya ratu tisha dan hamdan hamedan terkait naturaliasipun tanpa tim scouting dan dana apbn tidak akan pernah terjadi jadi itu bkn hanya kerja keras et dan ingat erick pun punya jejak kelam bareng club besar serie a inter milan ingat dibawah pimpinan et inter milan terjun bebas karena keblunderan keputusan et sendiri bahkan warga milan pun sampe pernah melempari telur ke et,positive
Towel bahagia,Youtube,towel bahagia,positive
"Sebaiknya kita punya pelatih baru, jika sty kembali itu tidak akan baik bagi kita. Sekarang saja orang korea mengolok olok kita bahkan sampai disebut monyet. Apa kita bisa terima ucapan seperti ini????",Youtube,sebaiknya kita punya pelatih baru jika sty kembali itu tidak akan baik bagi kita sekarang saja orang korea mengolok olok kita bahkan sampai disebut monyet apa kita bisa terima ucapan seperti ini,neutral
wkwkkw udah gak minat nonton walau menang 😂😂,Youtube,wkwkkw sudah tidak minat nonton walau menang,positive
Raven sama Mauro itu setipe tapi lebih matengan raven ketimbang mauro.,Tiktok,raven sama mauro itu setipe tapi lebih matengan raven ketimbang mauro,neutral
"Aku khawatir PSSI kembali ke masa suram bila ET out. Harapannya PK sadar diri untuk out, nah Pastoor naik sbg pelatih kepalanya.",Youtube,aku khawatir pssi kembali ke masa suram bila et out harapannya pk sadar diri untuk out nah pastoor naik sbg pelatih kepalanya,neutral
"Penurunan yg sangat2 drastis👏 terimakasih Sapri,terimakasih Arya sang Penyepong dan sang aktor utama ERICK THOHIR,semoga keluargamu bangga Rik🤣🤣🤣",Youtube,penurunan yang sangat drastis terimakasih sapri terimakasih arya sang penyepong dan sang aktor utama erick thohir semoga keluargamu bangga rik,positive
Ketum PSSI gak ikut mundur atau emang gak punya rasa malu padahal dia sendiri yg bikin timnas Indonesia hancur lebur.!!,Youtube,ketum pssi tidak ikut mundur atau emang tidak punya rasa malu padahal dia sendiri yang membuat timnas indonesia hancur lebur,negative
Thanks .. STY 🇮🇩,Youtube,thanks sty,positive
Yg menang bandar judi nih😂😂,Youtube,yang menang bandar judi nih,positive
Pelatih kadaluwarsa dipakai..makin ancur timnas...pecat jngn ragu...ketum pssi dan semua anggota wajib aut,Youtube,pelatih kadaluwarsa dipakai makin ancur timnas pecat jngn ragu ketum pssi dan semua anggota wajib aut,negative
"bukan pendukung sty, tapi dukung timnas. Goodluck pelatih baru, terima kasih STY",Youtube,bukan pendukung sty tapi dukung timnas goodluck pelatih baru terima kasih sty,positive
Madrid kalah Indonesia kalah ðŸ˜”ðŸ˜”ðŸ˜”,Tiktok,madrid kalah indonesia kalah,negative
Respect coach ❤❤❤,Youtube,respect coach,neutral
Era mafia kembali 🤭,Youtube,era mafia kembali,neutral
pake kalah ama filipin sih ga lolos kan,Youtube,pake kalah ama filipin sih tidak lolos kan,negative
"Yang salah Wowo, mendowngrade TimNas sepakbola Indonesia dengan ngasih Rolex terlalu awal. Paska pemberian Rolex, TimNas gak pernah menang lagi :(",Youtube,yang salah wowo mendowngrade timnas sepakbola indonesia dengan ngasih rolex terlalu awal paska pemberian rolex timnas tidak pernah menang lagi,positive
Yg penting PSSI diskusi dgn org yg tepat untuk penunjukan pelatih baru. Jgn diskusi dgn org2 (pengamat2) yg dulu lagi sampai kepilih Kluivert.,Youtube,yang penting pssi diskusi dgn org yang tepat untuk penunjukan pelatih baru jgn diskusi dgn org pengamat yang dulu lagi sampai kepilih kluivert,neutral
"KAMI TTAP DUKUNG TIMNAS.....THANKS COACH STY....SUDAH MMBUAT SEJARAH BUAT TIMNAS,KAMI AKAN SLLU MENGHARGAIMU COACH🥰🥰🇮🇩🇰🇷",Youtube,kami ttap dukung timnas thanks coach sty sudah mmbuat sejarah buat timnas kami akan sllu menghargaimu coach,positive
"Erik tohir kualat pecat sty.. Rakyat Indonesia bersedih ke 2 kali
 Pelatih sty d pecat + tim nasional kalah sama Australia",Youtube,erik tohir kualat pecat sty rakyat indonesia bersedih ke kali pelatih sty d pecat tim nasional kalah sama australia,negative
Erik Tohir out,Youtube,erik tohir out,neutral
Setuju......tapi jangan stop nturalisasi atau pun pemanggilan pemain keturunan,Youtube,setuju tapi jangan stop nturalisasi atau pun pemanggilan pemain keturunan,positive
sedih juga eyyy pas jens nangis terus di tenangin sama kiper Myanmar,Tiktok,sedih juga eyyy pas jens nangis terus di tenangin sama kiper myanmar,negative
Suara Mimin pun kek habis nangis🥺,Youtube,suara mimin pun kek habis nangis,neutral
Terima Kasih STY Telah Berjasa Memberi Prestasi Latih Timnas Akan Dikenang Sepanjang Masa Oleh Bangsa Dan Rakyat Indonesia.,Tiktok,terima kasih sty telah berjasa memberi prestasi latih timnas akan dikenang sepanjang masa oleh bangsa dan rakyat indonesia,positive
Dulu pernah ada yg bilang percaya progres tapi pas di tengah perjalanan pelatihnya di ganti jadi yg harus percaya progres tuh siapa? Ibarat mau renovasi rumah tapi yang di hancurkan pertama adalah pondasinya ya ambruk lah semua progres yang di bangun dari minus itu,Youtube,dulu pernah ada yang bilang percaya progres tapi pas di tengah perjalanan pelatihnya di ganti jadi yang harus percaya progres tuh siapa ibarat mau renovasi rumah tapi yang di hancurkan pertama adalah pondasinya ya ambruk lah semua progres yang di bangun dari minus itu,negative
"Bisa kok coach. Coach tenang aja. Nanti kalau Timnas dibawah kepelatihan Coach Patrick berhasil lolos ke Piala Dunia, kita gak akan lupa ada campur tangan Coach STY dan ada perjuangan Coach STY disana. Jadi sekalipun bukan Coach yang jadi pelatih disaat Timnas lolos Piala Dunia. Kita akan tetep menganggap Coach STY sebagai orang yang berperan penting dalam proses ini. Semangat Coach ðŸ¥°",Tiktok,bisa kok coach coach tenang saja nanti kalau timnas dibawah kepelatihan coach patrick berhasil lolos ke piala dunia kita tidak akan lupa ada campur tangan coach sty dan ada perjuangan coach sty disana jadi sekalipun bukan coach yang jadi pelatih disaat timnas lolos piala dunia kita akan tetep menganggap coach sty sebagai orang yang berperan penting dalam proses ini semangat coach,positive
Engak jauh dari kata pasti bilang Erik pasti kita evaluasi 😂😂😂😂😂,Youtube,engak jauh dari kata pasti bilang erik pasti kita evaluasi,neutral
Ngikutin netizen apa maunya gitu aja trus sampe hancur😂,Youtube,ngikutin netizen apa maunya gitu saja trus sampe hancur,negative
Bagus..Upin Ipin.joooossss,Youtube,bagus upin ipin joooossss,positive
"Kalo gue dari awal lebih sayang duit negeri gue, dari pada bayar orang baru daann pemain luar semuaa. Walaupun sy gak expert di olahraga ini, sy suka keindahan permainan sepak bola dan serunya tim bermain. Uangnya pake APBN kan?? Harus ada pertanggung jawaban dari pemerintah dalam hal ini PSSI dong, uang keluar brp, uang masuk brp, ada yang ditilep apa gak? Bukan begitu ya? maaf kalau sy bego. Semua berproses tidak bisa instan, kalo selama ini kita sabar menantikan PSSI berubah jadi lebih baik kenapa kita tidak sabar dengan pemain yg bagus di kaderisasi dengan baik 😅 tidak ada suatu hal yang bagus itu instan. Apalagi pelatih baru masuk itu harus mengenal tipe pemain dari awal lagi. Maaf bagi sy ketua tim yg mengenal timnya dengan baik 10 tahun pasti lebih baik dibanding yg mengenal 3 tahun.",Youtube,kalo saya dari awal lebih sayang duit negeri saya dari pada bayar orang baru daann pemain luar semuaa walaupun saya tidak expert di olahraga ini saya suka keindahan permainan sepak bola dan serunya tim bermain uangnya pake apbn kan harus ada pertanggung jawaban dari pemerintah dalam hal ini pssi dong uang keluar brp uang masuk brp ada yang ditilep apa tidak bukan begitu ya maaf kalau saya bego semua berproses tidak bisa instan kalo selama ini kita sabar menantikan pssi berubah jadi lebih baik kenapa kita tidak sabar dengan pemain yang bagus di kaderisasi dengan baik tidak ada suatu hal yang bagus itu instan apalagi pelatih baru masuk itu harus mengenal tipe pemain dari awal lagi maaf bagi saya ketua tim yang mengenal timnya dengan baik tahun pasti lebih baik dibanding yang mengenal tahun,positive
Koyo tarkam...,Youtube,koyo tarkam,negative
Masih inget gimana excitednya pas nonton video Ferry tentang gimana STY mengubah timnas kita yang terkenal ngos2an jadi tim yang diperhitungkan. Aku yang apatis sama bola jadi ngikutin sejak era STY Timnas ngalahin Korsel.. and now here we are. Dan yang bikin patah hati itu adalah STY pasti tetep sedih dengan semua ini🥺,Youtube,masih inget gimana excitednya pas nonton video ferry tentang gimana sty mengubah timnas kita yang terkenal ngos an jadi tim yang diperhitungkan aku yang apatis sama bola jadi ngikutin sejak era sty timnas ngalahin korsel and now here we are dan yang membuat patah hati itu adalah sty pasti tetep sedih dengan semua ini,negative
"Siapapun pelatihnya yg terpenting itu bisa melahirkan pemain berkualitas di kelompok umur,untuk senior jls udah bagus sekali dan sedikit LG lolos piala dunia,turnamen terkeren di dunia, jadi untuk masuk rangk 50 dunia itu semakin mudah,lha ini kelompok umur u20 babak belur 😂 malahan dipiala asia,diseleksi yg lebih baik lagi biar generasi nya kedepan semakin baik,jangan tertuju juara aff terus,",Youtube,siapapun pelatihnya yang terpenting itu bisa melahirkan pemain berkualitas di kelompok umur untuk senior jls sudah bagus sekali dan sedikit lg lolos piala dunia turnamen terkeren di dunia jadi untuk masuk rangk dunia itu semakin mudah lha ini kelompok umur kamu babak belur malahan dipiala asia diseleksi yang lebih baik lagi biar generasi nya kedepan semakin baik jangan tertuju juara aff terus,positive
"Saya hanya tukang mancing yang demi timnas libur mancing.
 Cuma mau bilang makasih STY. Keep strong pak erik!. Kompak selalu timnas.
 Timnas menang bikin lupa masalah rumah tangga. Happy aja udah.",Youtube,saya hanya tukang mancing yang demi timnas libur mancing cuma mau bilang makasih sty keep strong pak erik kompak selalu timnas timnas menang membuat lupa masalah rumah tangga happy saja sudah,positive
"Knp sih slalu timnas di jadikan politik dan jdi ajang perjudian , timnas slalu di korban kan oleh pederasi sendiri baik dari orang PSSI atau pun esco slalu mementingkan golongan nya , contoh nya 2010 timnas di penyisihan gacor malsia pun di gilas giliran di Pinal ketemu Malaysia LG ga ada taring nya timnas di kalah lkan , itu semua orang orang yg ada di pederasi jdi mafia bola pemain pun BSA di sogok untuk mengalah trus kapan timnas bersih dari pederasi nya sendiri dan bersih dari mafia yg sembunyi dalam PSSI dan esco hingga sekarang pun msh tetep timnas slalu di korban kan , netizen sdah muak PSSI di Ketum erik Tohir apa LG si Arya yg slalu gembar gembor ucapan nya ga BSA di pegang bnyak maen drama",Youtube,knp sih slalu timnas di jadikan politik dan jdi ajang perjudian timnas slalu di korban kan oleh pederasi sendiri baik dari orang pssi atau pun esco slalu mementingkan golongan nya contoh nya timnas di penyisihan gacor malsia pun di gilas giliran di pinal ketemu malaysia lg tidak ada taring nya timnas di kalah lkan itu semua orang orang yang ada di pederasi jdi mafia bola pemain pun bsa di sogok untuk mengalah trus kapan timnas bersih dari pederasi nya sendiri dan bersih dari mafia yang sembunyi dalam pssi dan esco hingga sekarang pun msh tetep timnas slalu di korban kan netizen sdah muak pssi di ketum erik tohir apa lg si arya yang slalu gembar gembor ucapan nya tidak bsa di pegang bnyak maen drama,negative
Mourinho kayaknya nganggur tuh...,Youtube,mourinho kayaknya nganggur tuh,neutral
TAE-YONG menang Indonesia menang ðŸ¤²,Tiktok,tae yong menang indonesia menang,positive
alah pak pak. anda bilng K medioker. knp gak berani bilang itu di dpn kochi? takut kalah debat bola??,Youtube,alah pak pak anda bilng k medioker knp tidak berani bilang itu di dpn kochi takut kalah debat bola,negative
kayanya ernando sedih banget deh sapai tatapan kosonh,Tiktok,kayanya ernando sedih banget deh sapai tatapan kosonh,negative
"Saya Fans timnas bukan fans STY 
 Apapun keputusan PSSI saya terima itu hak PSSI demi timnas, siapapun pelatihnya saya tetap dukung Timnas",Youtube,saya fans timnas bukan fans sty apapun keputusan pssi saya terima itu hak pssi demi timnas siapapun pelatihnya saya tetap dukung timnas,neutral
"Dulu beliau juara, dia pikir karena sujud cium rumput.
 Ehhh...
 Setelah STY tidak ada,
 Rupanya faktor STY beliau juara 🤣😂",Youtube,dulu beliau juara dia pikir karena sujud cium rumput ehhh setelah sty tidak ada rupanya faktor sty beliau juara,positive
Kl ind 2× tanding kalah maka ketua pengurus pssi harus mundur,Youtube,kl ind tanding kalah maka ketua pengurus pssi harus mundur,negative
"Pelatih humbel dan bisa saya banggakan😢..
 The best coach sepanjang sejarah timnas indonesia..
 Sukses selalu coach di team barumu..❤❤",Youtube,pelatih humbel dan bisa saya banggakan the best coach sepanjang sejarah timnas indonesia sukses selalu coach di team barumu,positive
koci keramasss,Youtube,koci keramasss,neutral
thanks to the memories coach semoga sukses ðŸ¥°,Tiktok,thanks to the memories coach semoga sukses,positive
"Pak Erick salah, tpi anggota Exco lebih salah, merekalah yang memutuskan bahwa STY harus dipecat, lalu untuk pak Erick kenapa memilih kluivert? Untuk exco juga kenapa setuju untuk memiluh kluivert?",Youtube,pak erick salah tpi anggota exco lebih salah merekalah yang memutuskan bahwa sty harus dipecat lalu untuk pak erick kenapa memilih kluivert untuk exco juga kenapa setuju untuk memiluh kluivert,negative
#ETOut,Youtube,etout,neutral
"Keputusan sembrono yang pernah dilakukan di intermilan dan diterapkan kembali di timnas sekarang dengan hasil yang tak jauh beda, terimakasih buat pak ketum yang telah membuka kembali luka lama 2010 dengan luka yang lebih besar, terimakasih juga telah membawa pelatih terbaik dunia dengan cv yang lebih buruk dari pelatih sebelumnya, berkat jasamu juga yang telah memutar dadu yang seharusnya tidak perlu diputar kembali ditengah perjuangan",Youtube,keputusan sembrono yang pernah dilakukan di intermilan dan diterapkan kembali di timnas sekarang dengan hasil yang tidak jauh beda terimakasih buat pak ketum yang telah membuka kembali luka lama dengan luka yang lebih besar terimakasih juga telah membawa pelatih terbaik dunia dengan cv yang lebih buruk dari pelatih sebelumnya berkat jasamu juga yang telah memutar dadu yang seharusnya tidak perlu diputar kembali ditengah perjuangan,positive
"Tohir sama kluivret dkk hrs mundur ato di demo tggl pilih,,",Youtube,tohir sama kluivret dkk hrs mundur ato di demo tggl pilih,neutral
"Amburadul, kontrol, passing, umpan dan shooting buruk semua, pantasnya seperti pemain SSB bukan pemain level Timnas... 😢😢",Youtube,amburadul kontrol passing umpan dan shooting buruk semua pantasnya seperti pemain ssb bukan pemain level timnas,negative
