text_clean,sentiment
luar biasa selamat atas pertama kali tidak lolos semifinal seagames dlm tahun,positive
main membosankan kaya tidak ada taktik seperti tarkam passing sering salah kaya tidak ada pemain lain dari sekian banyak pemain si indonesia titipan siapa sih hoky caraka rak ada perubahan,negative
bagaimanapun sty sudah mengharumkan bangsa indonesia jasa nya sangat besar kl ada salah maafkan beliau masing pelatih pasti punya kekurangan mau dari manapun negaranya yang sempurna hanyalah allah,neutral
emang beda disini rafa takut maju sepakbola nya,neutral
erick thohir sudah gagal,neutral
tim ini memang sudah biasa gagal saya menjulukinya tim obat nyamuk karena kalo main hanya muter muter saja tidak jelas tidak ada yang istimewa selamatkan saja karir doni tri raven pemain naturalisasinya persiapkan mereka ke timnas senior sisanya pulangkan ke klub masing masing biar main di liga domestik saja sebaliknya fokus tangani para pemain kamu saja inilah masa depan tim garuda sesungguhnya,positive
saya ada dongeng konspirasi di negeri kartun bang pada suatu konpetisi antar wilayah ada salah satu wilayah musuh a yang sedang membangun komptisi lokal dengan mendatangkan pemain bintang dll lalu wilayah a ini sedang mengalami pertandingan dengan wilayah lain b bukan lokal tapi antar wilayah dengan kemungkinan kalah lalu petinggi wilayah a mencoba mengusahakan gimanapun caranya a bisa lolos kualifikasi piala antar wilayah dengan bekal informasi petinggi a mebgetahui bahwa wilayah b memiliki integritas yang sampah dan hukum yang tidak jelas maka petinggi wilayah a merusak dari arah sana dengan mencoba untuk membujuk petinggi dengan mengganti guru tim wilayah a agar permaianan amburadul dan ternyata berhasil itulah dongeng mimpi kartun diwilayah aneh silahkan dibahas teori nya bang,negative
buat kisruh saja pak et sudah bagus jadi ketum di banding yang dulu dulu,positive
kebiasaan bangsa ini ngk pernah ditinggalkan oleh pejabat publik yaitu merendahkan profesionalitas dan integritas seseorang dengan mempermalukan harga dirinya jangan pernah menghina dedikasi orang yang tulus memberikan kemampuan terbaiknya itu pelecehan moralitas sikap pengecut,positive
plissss aku tidak kuat,neutral
kembali ke era kegelapan,neutral
federasi terlalu ikut campur di ruang ganti semua anggota pssi jangan suka masuk ruang ganti biarkan itu urusan pelatih,neutral
kita dikalahkan oleh tim yang pernah kita kalahkan,negative
kalau lawan australia dan bahrain kalah pelatih dan et harus mundur biar mafia yang jd ketum dan tidak perlu lagi kita berharap lagi selesai,negative
baru kali ini ngeliat indonesia di kalahkan oleh filipina,negative
keren,positive
udalah tidak usah gono gini yang penting pk sty sudah memberikan yang terbaik yang penting mari kita lihat kedepan nya kita mendoakan yang terbaik untuk timnas,positive
erik tohir jadi ketum pssi buat menutupi kasus korupsinya bersama sama jokowi luhut bahlil zulhas dll,neutral
baru kali ini saya sedih karna bola padahal saya gapernah ikutin perbolaan indo saya liat liat sty tulus banget orangnya shiballllllll,negative
botak ini plin plan awal sty masuk bilang gajinya kecil itu kan d bagi tim sekarang bilang gede banget sampe hr ini saja pssi masih hutang kompensasi ke sty bagus nganggur saja sty sambil nunggu uang masuk wkwkwkwwkwk sty tidak akan balik klo masih ada arya sinulingga,positive
terus terang saya sengaja tidak nonton tadi malam sudah malas liat timnas cmn sekelas tarkam,negative
saya rasa tidak mungkin sty balik karena orang federasi punya gengsi tinggi untuk mengakui kesalahannya ke sty sudah mecat secara tiba tanpa alasan yang jelas,negative
sejak di tinggal sty bola timnas indonesia hancur lebur pak erick thohir out,negative
permainan tarkam,negative
era kehancuran sudah di mulai,negative
diam adalah luapan kekecewaan dan ketidakpedulian yang tidak terbatas,negative
selama ketua nya erick thohir team nas bakal hancur lebur sehancur hancurnya ini fakta gagal di senior dan kelompok umur semua gagal total dosa erick yang arogan pecat sty yang bawa prestasi dosa besar erick tohir,negative
terima kasih coach sty,positive
mainnya jelek parah,negative
timnas hancur lebur,negative
bissmilah louis van gal in,neutral
ya sudah la tidak usah di bahas lagi bukan rahasia umum lagi dlm tubuh pssi kebanyakan mafia kt butuh exco pssi yang bersih yang membenci mafia sudah sepatutnya pssi di pilih mantan team nas bukan dari pemerintah atau dari partai politik atau dari pengamat bola,negative
terimakasih coach indra xavi sudah berjuang dan sekali lagi erickout,positive
kata nya move on tapi yang lama yang di pecat ngelati lagi kocak kocak strategi tidak jelas kocak kocak ampas bnr sumpah kamu edisi yang lalu semifinal piala asia eeew di ganti pelati tidak lolos kualifikasi adeeee kocak kocak kocak,negative
biar kalah yang penting sama sty,negative
ya erik dan kluivert harus mundur karena itu ada unsur politiknya menjadikan dia pelatih berharap pildun sehingga nama erik terkenal untuk pilpres tapi hancur jadinya yang saya heran sty diganti pas kita kondisinya baik habis ngalahin arab aneh,negative
pondasi baru di bangun malah di bongkar lagi gimana nih ketua yang sombong ya gini,neutral
memang benar semuanya akan berlalu hanya saja momentum perpisahannya tidak seperti yang dibayangkan tapi tetap respek untukmu coach shin tae young cerita yang panjang dihidup yang singkat salah satu pelatih terbaik yang pernah dimiliki oleh timnas indonesia era baru persepakbolaan dan sejarah baru tercipta darinya forza garuda,positive
ferryirwandi memang pelatih belanda ada yang bagus setelah era van gaal prank rijkard gus hiddink erik teen hag,positive
marselino dengan tatapan kosong mendengarkan bahwa sty di pecat,neutral
day wan kalah sama filipina,negative
tidak usah di komentari seluruh rakyat indonesia sudah tahu apa yang akan terjadi dg sepakbola indonesia setelah sty di pecat kehancuran demi kehancuran ini akibat keangkuhan federasi kalo untuk timnas kamu ini akibat tim pelatih terlalu percaya diri akibatnya malu yang di dapati,negative
mimpi ini di hancurkan sendiri oleh federasi yang korup sarang mafia,negative
tahun kemarin dia menangis terisak terharu dan menang tapi tahun ini dia menangis terisak karena menang tapi gagal lolos,positive
pecat saja si erik thoir ituu,neutral
ganti semua kepelatihan di pssi faktor pelatih yang utama,neutral
kelak patrick kluivert juga akan meninggalkan tangis bahagia,positive
mana ada sty menangis min dia seneng dapet pesangon miliaran dari pssi tidak usah lebay min,positive
pelatih sebagus itu di buang karna mafia,positive
melatih dengan cinta sty,neutral
ya begitulah kalo orang politik salah pasti jawabnya muter bang selalu mncari dan mencari kesalahan yang lain orang awam pun paham sebenernya,negative
timur kapadze tidak dipecat tapi dia jadi assisten cannavaro trs juga simon tahamata ziewers am jordy cruyff dipertahankan kandidat yang akan jadi pelatih timnas harus yang bnr emmg secara cv bagus pengalaman menangani timnas pastinya klo perlu yang tau sepakbola asia buat mu saya harap sih bermain nothing to lose karena liverpool ini bukan tim yang menakutkan mereka punya banyak titik lemah yang bisa di eksploitasi mau koreksi waktu leverkusen juara pelatih bayern itu tuchel,positive
kalo kita berfikir secara cinta kita terhadap coach yang telah berjasa sejauh ini memang sangat disayangkan kenapa tidak nunggu saja selesai kualifikasi tapi kalau difikir secara analyst sepak bola bukan cuma cinta ya kaum fomo menurut saya pribadi kebanyakan fans juga dukung sty bukan karena perform tapi karena cinta dia di pekerjakan disini bukan buat pamor dan bukan cuma buat dicintai warga indo dia dipekerjakan disini sebagai coach ya sekiranya jelek ya evaluasi itu tanggung jawab federasi kasih saja dulu panggung pelatih baru toh juga bangsa bangsa yang dibawa coach baru juga tidak kalah berkualitas sama sebelumnya yang krisis nya tuh gausah pake hujat hujat pemain lah come on bro eliano kmrn rame dihujat netizen bilang seneng kan sty cabut buktiin lah kalo kita warga yang ber sdm tinggi disini masalah federasi dan coach gausah bawa bawa pemain suka heran sama warga warga negri konoha,negative
jadi pendukung timnas apapun keputusan pssi kita hargai terima kasih berlimpah untuk coach shin atas fondasi timnas yang sudah bagus semoga pelatih baru siapapun itu lebih baik dan bisa melanjutkan program pelatih shin,positive
sticker,neutral
indonesia belum beruntung saja alias apes tahun ini,neutral
puas banget nontonnya makasih starting eleven emang paling the best sudah kalo urusan channel bola,positive
era sty mantap,positive
unik kan yang menang disupport yang kalah bagaikan bumi dan langit di mana semifinalis piala asia tidak lolos di tahun berikutnya tidak lolos di fase grup sea games runner up aff kamu main b saja top skor modal lawan brunei karma is real memecat seseorang yang membangun sepak bola dari nol di seluruh kelompok umur karena ngebet ingin piala sedangkan yang dapat tropy junior aff sea games di tahun sebelumnya tidak berkembang stuck levelnya di masa sekarang,positive
bagus bagus lanjutkan timnas sekarang,positive
aku jadi iku nangis,neutral
pelatih kepala coach justin assisten towel kepala tim analisis akmal permainan total football akan kita dapatkan tanpa proses proses,neutral
tidak usah berandai andai sty sty emang prestasinya apa th bobrok zonk,negative
humor saya sebatas ini duduk saja pelatih gurun tidak tuh katanya,neutral
kita masi bisa liat piala asia bang atau aff nanti smngt buat kita yang mau liat timnas kita maju,neutral
intinya sty dpt target dari pssi buat lolos piala dunia dn membawa indonesia ke peringkat dunia makanya sty nyari pemain scara instan yang bagus dari luar negeri beda cerita kalau pssi targetnya mencetak pemain berkualitas dari dalam negri lokal,positive
ngomong saja pelatih nya no taktik,neutral
dari jaman belanda jajah indo ini negara gampang banget diancurin dengan taktik adua domba kualat kamu pada petinggi pssi n politik lain mamam tuh pecat sty semua kultur tim hilang dalam semalam,negative
mana tuh komentar tuyul dg materi pemaiin berkualutas siapapun pelatihnya akan sukses nyata ya haha haha,positive
tertarik sama pelatih yang ekspresif,neutral
terima kasih telah mewakili suara pecinta timnas yang waras bang,positive
komentatornya menyamakan pemain kayak dukun katanya bs membaca kiper myanmar akan membuat kesalahan wkwkwkwkwkwkwkw,negative
sty ketika round nahan imbang australia nahan imbang arab dan menang lawan arab di gbk dengan materi skuad belum seperti sekarang adalah jaminan kalau peluang kita lolos piala dunia ada kemudian muncul erick tohir dengan penjilat nya merusak semua ternyyata jadi kaya tidak membuat et jadi pinter,positive
pelatih humbel dan bisa saya banggakan the best coach sepanjang sejarah timnas indonesia sukses selalu coach di team barumu,positive
biang kerok kegagalan timnas adlh et arya towel yang sudah menghancurkan hrpn pmain dn rkyt indo tk main k pildun dgn menyingkirkan sty,negative
mauro striker males untung repen dimasukin,negative
kasih kesempatan pastor jadi head coach untuk piala asia dan match day menghemat uang pssi,neutral
setulus itu demi negara nkri dan bisa menyatukan seluruh rakyat indonesia dengan skema terbaik nya malah diganti walaupun tidak lolos pildun pas zaman sty tpi kenangan nya akan selalu jdi sejarah selamanya di hati seluruh masyarakat indonesia dan apalagi lolos pildun terimakasi coach sty,positive
diakui saja jaman pssi nya erik lbih bagus dalam segala hal daripada pssi pendahulunya,positive
gambarnya kok jelek amat ya,negative
kocak kiper nya kaya maen tarkam megang bola jga,negative
oke saya rasa kita tau ya titik awalnya dimana ya diantara laga bahrain dan cina perbedaan budaya terlihat begitu ada konflik selama tidak ada konflik semua baik baik saja gini orang korsel sama orang indonesia punya gaya yang sama hormat sama orang lebih tua dan patuh sama atasan makanya sty bisa lama disini karena kesamaan itu perbedaannya kita bisa sedikit lebih fleksibel nah masuklah anak anak kita dari diaspora yang notabenenya mereka besar dengan gaya eropa metode komunikasi antar generasi itu diskusi bukan kepatuhan jadi saat pihak yang satu mau diskusi pihak yang satu lagi menganggap itu tidak sopan dianggap itu melawan dan harus dikasih sanksi line up lawan cina itu adalah line up sanksi nah pov dari pssi adalah jangan sampai masalah kaya gini kejadian lagi yang akhirnya malah merugikan timnas,neutral
fer bagusan kamu gondrong aseli lebih terlihat perfeksionis dan jenius,positive
wkwkkw sudah tidak minat nonton walau menang,positive
terima kasih sty engkau pahlawan sepak bola indonesia,positive
pa hariyawan tolong timnas indonesia setelah bapa hancur gara gara e t si muka tembok,negative
sudah banyak pelatih timnas indonesia g ngaruh juga permasalahan ada di sdm pemain pemain depan hanya menunggu minim pergerakan pemain tengah sering kalah lawan pemain belang menghadang bola dari jarak m dg lawan sering oper bola ke belang mati ide selain fisik dan teknik pemain timnas juga harus dilakukan tes iq,negative
hayo tanggung jwb et pecat pk berani tidak et,neutral
lebih baikk kehilangan uang daripada kehilangan org setulus ini negeri konoha ini memang lah ingat org yang tulus tidak akan datang untuk ke kali,neutral
terimakasih coach sty,positive
kok aku nangis ya padahal aku tidak tau apa tentang ini hatiku langsung sedih banget liat perjuangannya sty,negative
semenjak sty keluar mau ada timnas main sudah tidak peduli lagi walaupun nanti ada piala aff piala asia pasti akan sulit di gapai walaupun pelatih nya bagus,positive
evaluasi yang penonton kayak saya lihat itu salah satu nya yaitu pemain yang bisa menendang jarak jauh dengan kencang dan akurat harusnya dari banyak nya pemain indonesia di liga harusnya ada beberapa pemain dengan keahlian khusus tersebut nah selain dari itu juga cari pemain dengan keahlian lain contoh penyundul handal kayak bambang pamungkas penendang bola mati handal kayak patrick wanggai penendang bola sudut kayak firman utina pelari kayak octo maniani dll saya yakin banyak sekali pemain indonesia dengan keahlian seperti itu hanya saja tidak di cari,neutral
pssi mau membuat garuda hancur,negative
kabur saja dulu om,neutral
roamer vs vs vs vs like mu adalah doa,neutral
selama erick thohir ketum pssi timnas bakalan hancurrrr piala dunia di depan mata sirnah gara ide konyol erick thohir ganti pelatih di tengah jalan hasilnya apa o besar,negative
om undang bagus mulyadi om,positive
coach terbaikkk,positive
berawal dari komentator bola sekarang ko ngaku jadi pengamat bola enak banget ya hidup di endonesia,neutral
andai sty pas indonesia lawan arab tidak menang mungkin indonesia masih sama sty,positive
wooooooeeee psssi jahaman kamu da hancurkan sepak bolaaa kami,negative
sebenarnya apa sih konflik sty dan pemain diaspora karena pasca cina kita menang lawab arab,positive
bubarkan pssi pssi bukan milk rakyat lagi sekarang pssi sudah aliih fungsi jadi tempat mafia berkamufalse yang isinya hanya orang mafia saja,neutral
andai indonesia gagal total di round ini fix sepak bola indonesia tidak akan bisa berkembangan karna di kuasai mafia,neutral
dari sty aku jd senyum dan semangat lihat bola yang tadinya tidak pernah ngelirik sama sekali,positive
pake kalah ama filipin sih tidak lolos kan,negative
apapun itu sty selalu menjadi bagian sejarah sepakbola indonesia terimakasih sty kami selalu mencintai anda,positive
alhamdulillah malaysia lolos ke final insyaallah thailand juara,positive
apapun masalah yang terjadi dibalik itu semua ada batasan yang kita tidak harus tau itu sama saja dengan aib yang di sebarluaskan tetap dukung timnas dan tetap dukung semuanya terima kasih coach shin sudah membuat garuda terbang tinggi semangat untuk pak erick membangun sepakbola negri ini,positive
feeling ku saja yaaa semua sudah di atur di judi sehhh kalau timmas indonesia menang mereka tidak ada pemasukan tapi sebaliknya,positive
kita sudah melalui proses panjang bertahap sampai ke tahap sty saat itu entah kanapa diganti loh ini sty et mesti bertanggung jawab lihat saja dari pemilihan pemainnya kmren pk pelatih terbaik kepala endasmu,positive
saya curiga pergantian sty karena ada aliran dana masuk dari negara timteng,neutral
sty hanya memanggil pemain yang dia kenal dan tahu saja bukan dari performa bagus di klub dia juga jarang hadir di stadion langsung mengamati pemain di liga,positive
kami rindu coach sty,neutral
yaallah balikan sty,neutral
tohir arya bangga melihat ini karena misi mereka sukses,positive
bahkan formasi nya pun tidak bisa diketahui formasi apa yang dipakai,neutral
anak nya sty merasakan apa yang saya rasakan saya kira hanya berlaku pada orang indo yang telah berusaha untuk mengharumkan nama indonesia tp orang asing pun merasakannya bagaimana indo bisa berkembang jika jasa yang mengharumkan nama indo tidak dihargai sampai saat ini sudah pernah terjadi dan coba di up pas acra om dc di hitam putih tentang bagaimana menghargai para atlet yang mengharumkan nama negara,neutral
saya dari dulu sudah tidak berharap banyak karena erick thohir pun riwayat dan lingkungannya erat dengan kasus korupsi dan pencitraan,neutral
pelatih baru paling gagal lagi banyak mafia cuma sty yang berani sama mafia tegak lurus,neutral
cepat sembuh bang hanif dan selamat datang di komunitas my friend bang panji,positive
membangin timnas dari minus hingga diajari caranya passing sampai berjuang di kualifikasi pildun terimakasih jasamu coach sty,positive
mau dri segi apa pun itu lah indonesia kalau dh seneng bahagia tercapai lupa dn di buang orng yang nemenin dn memperjuangkan nya dri,positive
mrk benae benar melakukan keputusan besar tp keputusan besar untuk kalah dan ambruk,negative
kapan timnas indonesia akan maju kl mainnya begitu mulu umpan sering tidak akurat bawa bola gampang di rebut loyo membuat males nonton nya,negative
kira kira kalau cosh shin di panggil lagi dia masih mau tidak ya jadi pelatih indonesia,neutral
ketika erik tohir masuk ke pssi maka secara langsung dan tidak menunggu lama timnas sepak bola indonesia yang manapun langsung hancur sama sekali tidak ada kemajuan nya sebaikny mundur saja erik tohir,negative
sty pelatih yang telah membuat pondasi timnas indonesia di segani di asia bahkan dunia sosok pelatih sekaligus teman ayah bagi para pemain timnas thanks coach,positive
inti nya lawan negara arab sudah kalah dari dlu terlalu main santai tidak boleh fisik lah tidak boleh hina lawan lahh bs anjing sedang kan lawan uwohh pada jago acting mana pinter ngakalin sutradara lapangan,negative
kebahagiaan itu bernama sty,positive
terimakasih sudah berjuang,positive
era kegelapan kesukaan bang tow l,neutral
jepang berencana keluar dari afc dan bentuk federasi asia timur cnn indonesia wib koci saranmu didengerin oleh pssi nya jepang emang pundit nomer di dunia ini bahaya sih,neutral
tae yong menang indonesia menang,positive
thanks sty,positive
se om ded g tau ada intrik yang lain,neutral
aduh main kaya gini bisa babak belur kalau lawan thailand atau vietnam,neutral
trofi nol memang tapi rank sepak bola lebih baik dari pada trofi paham ok tidak perlu trofi tapi naik dan naik rank,neutral
indonesia benar benar hancur setelah pemecatan sty,negative
kutukan laknat karmanya garuda yang hancur efeknya sepakbola indonesia mundur memalukan,negative
pelatih abal abal safri di pilih jadi pelatih karna loby nya bagus ke ketum pssi,positive
pemainnya lagi malas cari yang berminat mau main saja kalo tidak ad yang berminat tidak usah ikut seagemes,negative
dari pada sty mending jesus kasas,neutral
yang terhormat untuk bapak bapak pejabat yang ikut andil dalam bentuk pemikiran ataupun perbuatan dalam hal pergantian coach sty ke coach p k sebaiknya anda mengundurkan diri pak karena bapak telah membuat kesalahan besar mengganti pelatih timnas yang mungkin dalam nama sebagai pesepak bola lebih terkenal dan mahir tapi tidak untuk seorang pelatih,negative
muga yang terbaik ajalah buat timnas indonesia nih dan buat sty suksess terus dan kita warga indonesia trima kasih banyak atas ke indahan yang sudah di buat di timnas kita nih sukses terus sty,positive
pada intinya pergantian pelatih bukannya menjadi nilai plus malah minus dari segi taktik ataupun permainan yang tidak stabil entah dari formasi serta starting line up pemain yang sering konyol padahal kualitas pemain kita lebih baik dari sebelumnya sangat mampu bersaing untuk kelas asia tuk lolos piala dunia permasalahan non teknis sepertinya sangat fatal ada aktor kelompok yang tidak ingin sepak bola indonesia maju terutama tim nasional nya,neutral
bubar kan exco pssi penghancur sepak bola indonesia,negative
sip,neutral
selamat datang kembali di masa kegelapan timnas indonesia bung towel dkk yang saat sty msh ada selalu datang mengkritik menghujat walau sudah menang tp sekarang kemana tuh orang hebat mafia sepakbola indonesia ini target mereka timnas sepakbola indonesia tidak boleh maju jika ada kemungkinan makin bagus harus segera diturunkan lg level nya saya sudah lihat pola nya dari final aff generasi evan dimas lalu terakhir sty yang susah payah membangun malah dipecat saat peluang masuk pildun sangat terbuka begitulah timnas merosot turun maka mafia akan bergembira,positive
sapri ampas sialan sudah tau butuh gol banyak yang di turunin kebanyakan pemain bernaluri bertahan ampuunnn ampunnn,negative
kasian,neutral
pemain udahh malessss karena pendukung penonton kosong,negative
pemain lokal skrang maen nya jelek bngat dia nendang tidak liat temannya asal di tendang tendangan pojok ya gitu gitu ajah gada cara lain,negative
kalo balik ke sty lagi sih kemunduran setelah merasakan kepelatihan eropa minimal fabio capello lah gantiin kluivert,neutral
sty tidak perlu balik lg tp prestasi sty hrus d jadikan patokan bwat pelatih timnas kdepan klo tidak bisa lbh baik drpd sty pecat saja,neutral
thank for sty,positive
kesalah lawan china menutup kebanggaan perlawanan dengan australia arab,negative
gol jans raven mirip gol nya bellingham vs barcelona,neutral
percuma liganya bagus tapi hanya untuk pemain asing sementara anak bangsa hanya jadi pemain cadanagan dan penonton,positive
dari januari sejak berita pemecatan sty saya sudah menyuarakan pesimisme dan kecewa dengan pssi dan sekarang terbukti betapa blundernya keputusan et,negative
setelah ini pasti indra syafri di pecat terus tidak brpa lama kemudian di panggil lagi untuk melatih itulh bobrok nya pengurus pssi erick thohir,negative
kita nonton dari tv kita mendukungmu,neutral
kenapa harus seseorang harus mundur yang harus mundur ya semua,neutral
kalau memang pssi serius kenapa tidak berusaha menghadirkan pemain terbaik dava dion kadek justin jardim ivar dethan tim miliano raven wibowo cadangan rafa kelly sroyer marcellino doni tri ferari mauro mike rajasa dan tinggalenabah beberapa pemain lagi kalau kalah selalu saja ada kata maaf nanti di evaluasi padahal banyak pemain bagus yang bermain di luar malah mengandalkan kebanyakan pemain liga konoha yang lucu heran juga pssi ini sedangkan negara lain membawa pemain terbaik mereka lihat pemain philipina membawa permain kebanyakan keturunan kualitas di atas timnas indonesia kamu,positive
mimpi atau mimpi yang tidak mungkin jangan terlalu larut dengan sty sty tidak melahirkan sepakbola indonesia maju,neutral
memecat sintayong sama saja menghancurkan tim nas indonesiya,negative
benar benar pengalihan isu t kacauuu korban nya sty duid t tidak mungkin sedikit pejabat yang terlibat,negative
jadi rakyat indonesia kok gini gini amat ya tidak ada kebahagiaan harapan pun tidak ada,positive
saya dari kecil ngedukung timnas sampe dulu pas kecil pernah nazar utk puasa klo timnas menang lawan malaysia waktu semi final piala tiger dan kejadian indonesia menang padahal uhh ketinggalan agregat gol dari situ selalu dukung timnas dan lama saya hopeless sama timnas karena mulai tidak jelas kalah mulu mainnya lelet nendang ngasal dari situ saya mulai tidak peduli capek dukung timnas suatu ketika sty masuk disitu saya msh mandang sebelah mata ah paling jg bakal langganan kalah kyk biasa itu pikiran saya pada awalnya tp sty ngebuktiin klo kita bisa dia tidak cuma kasih mimpi tapi dia hadirkan harapan sampe akhirnya saya balik lg dukung timnas update lg berita timnas mulai semangat lg eeh tiba sty di pecat digantiin petrik tolol ini haduh saya mulai hilang harapan lg karena saya fans madrid dari taun jadi tau klo mecat pelatih bagus pasti timnua bakalan surem dan saya yakin klo itu akan terjadi ke timnas dan benar saja sedih ya jadi supporter timnas yang punya asosiasi sepak bola cuma jadi alat politik,positive
benar sih itu setuju tidak setuju sty tetep kaga balik,neutral
sedih nya tidak ilang ini bang,negative
pemain belanda dari kecil sudah terbiasa dengan formasi bek tidak make sense disuruh main dg formasi bek,neutral
thankyou sty welcome patrick sudah segitu saja tetap dukung tim,positive
xavi hernandez nganggur tuh trek record nglatih juga tidak begitu jelek bisa bawa filosofi tiki taka yang cocok sepertinya untuk permainan timnas,negative
sebelumnya thank sty dan saya percaya pak et beliau ingin meningkatkan probabilitas timnas lolos pildun doi kawakan di industri olahraga timbang kemakan analis pundit gaje analisa koci paling the best lah,positive
era sty selalu update jadwal main timnas nga penting kalah atau menang tapi setiap pertandingan selalu enak dilihat dari sty saya kenal asnawi yang mainnya selalu ngotot dan punya mental tidak takut siapapun misuhnya kenal arhan yang punya spesial lemparan jauh kenal marselino wonderkid yang penomenal tau ernando kipel yang selalu dibilang kecil dari standar kiper umumnya namun punya reflek yang luar biasa setiap kali indonesia kena pinalti pasti selalu percaya sama ernando,positive
pelatih timnas indonesia yang ku kenal hanya sty saya jrg nonton bola indonesia selama ini saya nonton sepakbola eropa tp stlh ada sty di timnas saya jd nonton timnas thanks sty kamu selalu di hati,positive
ampas pelatih tarkam,negative
selamat tinggal coach sty semoga sehat selalu,positive
kalah atau menang bukan kesalahan pemain bukan karenanya ada yang harus mundur yang memang harus mundur adalah karena memang dari dulu kerjaannya memang tidak beres dan kekalahan ini bukan seharusnya menyebabkan seseorang harus mundur salam,negative
timnas kita tuh perlu kemajuan kalo misalkan sty jadi coach timnas terus kapan mau maju timnas kita undang sih oki lagi sih paling tau bola timnas,neutral
keren,positive
om dedy harusnya ngundang ketum pssi nya pak erick thohir dia bisa menjelaskan semua nya,neutral
mana king indo yang dulu ku kenal,neutral
terima kasih banyak semuanya,positive
perjalan yang panjang ini harus diakhiri dengan kegagalan senang bisa seantusias selama ini senang juga bisa nonton bareng sama masyarakat yang gila bola yang tidak kenal pun akhirnya saling kenal goodbye pildun see you next time,positive
ngikutin netizen apa maunya gitu saja trus sampe hancur,negative
medali emas ampas,negative
towel tersenyum bahagia,positive
keren sih selamat atas tidak lolosnya timnas kita,positive
jgn munafik pembenci sty nyata nya sty jauh lebih baik dari patrick taktik main ny enak di lihat tidak sprti tadi mlm ya tuhan nangis di pojokan mana era sekarang pemain ny bagus smua tp pelatih ny tidak mumpuni,neutral
pelatihnya saja mantan pemain barca gimana mau menang,positive
indo sudah bisa masuk qualifier pildun saja aku sudah bangga bang im so proud with this team,neutral
nonton ini sambil dengerin lagu mengapa harus shin tae yong,neutral
tegas,neutral
sebenernya eranya et bagus cuma ya mafia mafianya saja yang selalu menggabungkan antara sepak bola dg politik,positive
sudah terbiasa liat timnas gacor liat maennya sekarang ampun jauh banget dari espektasi lebih menarik nonton liga satu sama persib,neutral
meskipun kalah saya g sedih sepak bola indonesia sudah g sehat lagi,negative
bukan pendukung sty tapi dukung timnas goodluck pelatih baru terima kasih sty,positive
wkwkkw sudah tidak minat nonton walau menang,positive
shin tae yong tugasku hanya menyembuhkan sayapmu garuda entah siapa yang kamu ajak terbang itu hakmu dan pilihanmu,neutral
sty tidak akan melatih timnas indonesia selagi ada erik tohir dan kroni nya dia pernah berkata itu dan merupakan salah satu syarat klo sty mau,neutral
santai bang kita bangsa yang terbiasa kecewa haha,negative
males nonton indonesia sejak ganti sty tapi dipenghujung acara ini saya ingin mendengarkan komentar ini,negative
patrik tidak ada apa apanya,neutral
thanks to the memories coach semoga sukses,positive
pemain lini tengah males mundur,negative
handyono pajar andik,neutral
ini makin rapuh saja,neutral
ini momen stlah kalah lwan guinea deh kayaknya,negative
dari semifinalis piala asia kamu sampai jadi ampas di selevel seagames,negative
sedih bngettt knapa gituu bisa gni,negative
terbaik mata siapa main macam tidak makan,positive
generasi era timnas aannjinnnggg,neutral
sty sudah terima jadi witan yang sudah berprestasi luar biasa di era indra syafri fahri begitu juga pemain timnas lainya seperti ernando ari egy asnawi dan lsinnya juga pemain binaan persebaya seperti rizky ridho marcelino dll sty sukses hanya memanen generasi emas indonesia yang sebelumnya sudah bisa mengalahkan iran uea bahkan korsel di era indra syafri dikalahkan timnas kalau tidak ada kemelut pssi timnas jauh lebih baik dari era sty,positive
kegagalan erik tohir karna memecat sintayong pake logika saja tim nas usia masuk piala duninia karna masih campur tangan sintayong dasar bodoh erik pelatih bagus malah di pecat,positive
sakiiiitttt hatiku coy tapi aku bangga sama pemain garuda permainanya tidak buruk tapi wasit yang kurang adil,negative
permainan jelek banget indonesia banyak buang buang peluang akurasi tendangan ke gawang sangat jelek semangat garuda indonesia,neutral
sty membangun dan patrick star yang menghancurkan,negative
jaman sty ernando dimainin terus dan indo sering menang mulu,positive
saya nangis jir,neutral
masih ajah kalau ada yang pintar di indonesia pasti di tendang nga heran si itu kerjaan antek antek kompeni,neutral
saya ada opsi kalo dari jepang keisuke honda yang benar rubah bola kamboja dan permainannya enak diliat tapi emang secara kualitas masih kurang opsi kedua balikin luis milla saya yakin banget dengan komposisi pemain kek gini timnas bisa maju sama luis milla,neutral
bung towel pun bahagia atas berita pemecatan sty,positive
respect terhadap pemain dan pelatih yang fighting spiritnya luar biasa meski jelek dalam skema biar bagaimana pun coach is pernah mempersembahkan emas seagames ini bukanlah akhir segalanya semangatt timnas,positive
bisa kok coach coach tenang saja nanti kalau timnas dibawah kepelatihan coach patrick berhasil lolos ke piala dunia kita tidak akan lupa ada campur tangan coach sty dan ada perjuangan coach sty disana jadi sekalipun bukan coach yang jadi pelatih disaat timnas lolos piala dunia kita akan tetep menganggap coach sty sebagai orang yang berperan penting dalam proses ini semangat coach,positive
